year,experiment,plot,subplot,sp,abundance,species,grass_group,CalfloraInvasive
2015,transect,transect_6,transect_6A,BROhor,274.4444444,Bromus hordeaceus,non.ann,1
2015,transect,transect_6,transect_6B,BROhor,388.8888889,Bromus hordeaceus,non.ann,1
2015,transect,transect_6,transect_6C,BROhor,443.3333333,Bromus hordeaceus,non.ann,1
2015,transect,transect_6,transect_6D,BROhor,409.4444444,Bromus hordeaceus,non.ann,1
2015,transect,transect_6,transect_6E,BROhor,377.7777778,Bromus hordeaceus,non.ann,1
2015,transect,transect_7,transect_7A,BROhor,18.88888889,Bromus hordeaceus,non.ann,1
2015,transect,transect_7,transect_7B,BROhor,2.222222222,Bromus hordeaceus,non.ann,1
2015,transect,transect_7,transect_7C,BROhor,141.6666667,Bromus hordeaceus,non.ann,1
2015,transect,transect_7,transect_7D,BROhor,313.3333333,Bromus hordeaceus,non.ann,1
2015,transect,transect_7,transect_7E,BROhor,661.1111111,Bromus hordeaceus,non.ann,1
2015,transect,transect_8,transect_8A,BROhor,28.88888889,Bromus hordeaceus,non.ann,1
2015,transect,transect_8,transect_8B,BROhor,70,Bromus hordeaceus,non.ann,1
2015,transect,transect_8,transect_8C,BROhor,53.33333333,Bromus hordeaceus,non.ann,1
2015,transect,transect_8,transect_8D,BROhor,3.333333333,Bromus hordeaceus,non.ann,1
2015,transect,transect_8,transect_8E,BROhor,170,Bromus hordeaceus,non.ann,1
2015,transect,transect_9,transect_9A,BROhor,0,Bromus hordeaceus,non.ann,1
2015,transect,transect_9,transect_9B,BROhor,1.111111111,Bromus hordeaceus,non.ann,1
2015,transect,transect_9,transect_9C,BROhor,120,Bromus hordeaceus,non.ann,1
2015,transect,transect_9,transect_9D,BROhor,102.7777778,Bromus hordeaceus,non.ann,1
2015,transect,transect_9,transect_9E,BROhor,60,Bromus hordeaceus,non.ann,1
2015,transect,transect_10,transect_10A,BROhor,81.66666667,Bromus hordeaceus,non.ann,1
2015,transect,transect_10,transect_10B,BROhor,194.4444444,Bromus hordeaceus,non.ann,1
2015,transect,transect_10,transect_10C,BROhor,18.33333333,Bromus hordeaceus,non.ann,1
2015,transect,transect_10,transect_10D,BROhor,140,Bromus hordeaceus,non.ann,1
2015,transect,transect_10,transect_10E,BROhor,146.6666667,Bromus hordeaceus,non.ann,1
2015,transect,transect_1,transect_1A,FESper,0,Festuca perennis,other,1
2015,transect,transect_1,transect_1B,FESper,0,Festuca perennis,other,1
2015,transect,transect_1,transect_1C,FESper,0,Festuca perennis,other,1
2015,transect,transect_1,transect_1D,FESper,0,Festuca perennis,other,1
2015,transect,transect_1,transect_1E,FESper,0,Festuca perennis,other,1
2015,transect,transect_2,transect_2A,FESper,0,Festuca perennis,other,1
2015,transect,transect_2,transect_2B,FESper,0,Festuca perennis,other,1
2015,transect,transect_2,transect_2C,FESper,0,Festuca perennis,other,1
2015,transect,transect_2,transect_2D,FESper,0,Festuca perennis,other,1
2015,transect,transect_2,transect_2E,FESper,0,Festuca perennis,other,1
2015,transect,transect_3,transect_3A,FESper,0,Festuca perennis,other,1
2015,transect,transect_3,transect_3B,FESper,0,Festuca perennis,other,1
2015,transect,transect_3,transect_3C,FESper,0,Festuca perennis,other,1
2015,transect,transect_3,transect_3D,FESper,0,Festuca perennis,other,1
2015,transect,transect_3,transect_3E,FESper,0,Festuca perennis,other,1
2015,transect,transect_4,transect_4A,FESper,0,Festuca perennis,other,1
2015,transect,transect_4,transect_4B,FESper,0,Festuca perennis,other,1
2015,transect,transect_4,transect_4C,FESper,0,Festuca perennis,other,1
2015,transect,transect_4,transect_4D,FESper,0,Festuca perennis,other,1
2015,transect,transect_4,transect_4E,FESper,0,Festuca perennis,other,1
2015,transect,transect_5,transect_5A,FESper,0,Festuca perennis,other,1
2015,transect,transect_5,transect_5B,FESper,0,Festuca perennis,other,1
2015,transect,transect_5,transect_5C,FESper,0,Festuca perennis,other,1
2015,transect,transect_5,transect_5D,FESper,0,Festuca perennis,other,1
2015,transect,transect_5,transect_5E,FESper,0,Festuca perennis,other,1
2015,transect,transect_6,transect_6A,FESper,0,Festuca perennis,other,1
2015,transect,transect_6,transect_6B,FESper,0,Festuca perennis,other,1
2015,transect,transect_6,transect_6C,FESper,0,Festuca perennis,other,1
2015,transect,transect_6,transect_6D,FESper,0,Festuca perennis,other,1
2015,transect,transect_6,transect_6E,FESper,0,Festuca perennis,other,1
2015,transect,transect_7,transect_7A,FESper,0,Festuca perennis,other,1
2015,transect,transect_7,transect_7B,FESper,0,Festuca perennis,other,1
2015,transect,transect_7,transect_7C,FESper,0,Festuca perennis,other,1
2015,transect,transect_7,transect_7D,FESper,0,Festuca perennis,other,1
2015,transect,transect_7,transect_7E,FESper,0,Festuca perennis,other,1
2015,transect,transect_8,transect_8A,FESper,0,Festuca perennis,other,1
2015,transect,transect_8,transect_8B,FESper,46.66666667,Festuca perennis,other,1
2015,transect,transect_8,transect_8C,FESper,0,Festuca perennis,other,1
2015,transect,transect_8,transect_8D,FESper,80,Festuca perennis,other,1
2015,transect,transect_8,transect_8E,FESper,0,Festuca perennis,other,1
2015,transect,transect_9,transect_9A,FESper,0,Festuca perennis,other,1
2015,transect,transect_9,transect_9B,FESper,0,Festuca perennis,other,1
2015,transect,transect_9,transect_9C,FESper,162.2222222,Festuca perennis,other,1
2015,transect,transect_9,transect_9D,FESper,0,Festuca perennis,other,1
2015,transect,transect_9,transect_9E,FESper,0,Festuca perennis,other,1
2015,transect,transect_10,transect_10A,FESper,38.33333333,Festuca perennis,other,1
2015,transect,transect_10,transect_10B,FESper,0,Festuca perennis,other,1
2015,transect,transect_10,transect_10C,FESper,45,Festuca perennis,other,1
2015,transect,transect_10,transect_10D,FESper,60,Festuca perennis,other,1
2015,transect,transect_10,transect_10E,FESper,220,Festuca perennis,other,1
2015,transect,transect_1,transect_1A,BROste,0,Bromus sterilis,non.ann,0
2015,transect,transect_1,transect_1B,BROste,0,Bromus sterilis,non.ann,0
2015,transect,transect_1,transect_1C,BROste,0,Bromus sterilis,non.ann,0
2015,transect,transect_1,transect_1D,BROste,0,Bromus sterilis,non.ann,0
2015,transect,transect_1,transect_1E,BROste,0,Bromus sterilis,non.ann,0
2015,transect,transect_2,transect_2A,BROste,0,Bromus sterilis,non.ann,0
2015,transect,transect_2,transect_2B,BROste,0,Bromus sterilis,non.ann,0
2015,transect,transect_2,transect_2C,BROste,0,Bromus sterilis,non.ann,0
2015,transect,transect_2,transect_2D,BROste,0,Bromus sterilis,non.ann,0
2015,transect,transect_2,transect_2E,BROste,0,Bromus sterilis,non.ann,0
2015,transect,transect_3,transect_3A,BROste,0,Bromus sterilis,non.ann,0
2015,transect,transect_3,transect_3B,BROste,0,Bromus sterilis,non.ann,0
2015,transect,transect_3,transect_3C,BROste,0,Bromus sterilis,non.ann,0
2015,transect,transect_3,transect_3D,BROste,0,Bromus sterilis,non.ann,0
2015,transect,transect_3,transect_3E,BROste,0,Bromus sterilis,non.ann,0
2015,transect,transect_4,transect_4A,BROste,0,Bromus sterilis,non.ann,0
2015,transect,transect_4,transect_4B,BROste,0,Bromus sterilis,non.ann,0
2015,transect,transect_4,transect_4C,BROste,0,Bromus sterilis,non.ann,0
2015,transect,transect_4,transect_4D,BROste,0,Bromus sterilis,non.ann,0
2015,transect,transect_4,transect_4E,BROste,0,Bromus sterilis,non.ann,0
2015,transect,transect_5,transect_5A,BROste,0,Bromus sterilis,non.ann,0
2015,transect,transect_5,transect_5B,BROste,0,Bromus sterilis,non.ann,0
2015,transect,transect_5,transect_5C,BROste,0,Bromus sterilis,non.ann,0
2015,transect,transect_5,transect_5D,BROste,0,Bromus sterilis,non.ann,0
2015,transect,transect_5,transect_5E,BROste,0,Bromus sterilis,non.ann,0
2015,transect,transect_6,transect_6A,BROste,0,Bromus sterilis,non.ann,0
2015,transect,transect_6,transect_6B,BROste,0,Bromus sterilis,non.ann,0
2015,transect,transect_6,transect_6C,BROste,0,Bromus sterilis,non.ann,0
2015,transect,transect_6,transect_6D,BROste,0,Bromus sterilis,non.ann,0
2015,transect,transect_6,transect_6E,BROste,0,Bromus sterilis,non.ann,0
2015,transect,transect_7,transect_7A,BROste,0,Bromus sterilis,non.ann,0
2015,transect,transect_7,transect_7B,BROste,131.1111111,Bromus sterilis,non.ann,0
2015,transect,transect_7,transect_7C,BROste,0,Bromus sterilis,non.ann,0
2015,transect,transect_7,transect_7D,BROste,0,Bromus sterilis,non.ann,0
2015,transect,transect_7,transect_7E,BROste,0,Bromus sterilis,non.ann,0
2015,transect,transect_8,transect_8A,BROste,0,Bromus sterilis,non.ann,0
2015,transect,transect_8,transect_8B,BROste,0,Bromus sterilis,non.ann,0
2015,transect,transect_8,transect_8C,BROste,0,Bromus sterilis,non.ann,0
2015,transect,transect_8,transect_8D,BROste,46.66666667,Bromus sterilis,non.ann,0
2015,transect,transect_8,transect_8E,BROste,0,Bromus sterilis,non.ann,0
2015,transect,transect_9,transect_9A,BROste,0,Bromus sterilis,non.ann,0
2015,transect,transect_9,transect_9B,BROste,0,Bromus sterilis,non.ann,0
2015,transect,transect_9,transect_9C,BROste,0,Bromus sterilis,non.ann,0
2015,transect,transect_9,transect_9D,BROste,0,Bromus sterilis,non.ann,0
2015,transect,transect_9,transect_9E,BROste,0,Bromus sterilis,non.ann,0
2015,transect,transect_10,transect_10A,BROste,0,Bromus sterilis,non.ann,0
2015,transect,transect_10,transect_10B,BROste,0,Bromus sterilis,non.ann,0
2015,transect,transect_10,transect_10C,BROste,0,Bromus sterilis,non.ann,0
2015,transect,transect_10,transect_10D,BROste,0,Bromus sterilis,non.ann,0
2015,transect,transect_10,transect_10E,BROste,0,Bromus sterilis,non.ann,0
2015,transect,transect_1,transect_1A,FESmyu,0,Festuca myuros,non.ann,1
2015,transect,transect_1,transect_1B,FESmyu,0,Festuca myuros,non.ann,1
2015,transect,transect_1,transect_1C,FESmyu,0,Festuca myuros,non.ann,1
2015,transect,transect_1,transect_1D,FESmyu,0,Festuca myuros,non.ann,1
2015,transect,transect_1,transect_1E,FESmyu,0,Festuca myuros,non.ann,1
2015,transect,transect_2,transect_2A,FESmyu,0,Festuca myuros,non.ann,1
2015,transect,transect_2,transect_2B,FESmyu,0,Festuca myuros,non.ann,1
2015,transect,transect_2,transect_2C,FESmyu,0,Festuca myuros,non.ann,1
2015,transect,transect_2,transect_2D,FESmyu,0,Festuca myuros,non.ann,1
2015,transect,transect_2,transect_2E,FESmyu,0,Festuca myuros,non.ann,1
2015,transect,transect_3,transect_3A,FESmyu,0,Festuca myuros,non.ann,1
2015,transect,transect_3,transect_3B,FESmyu,0,Festuca myuros,non.ann,1
2015,transect,transect_3,transect_3C,FESmyu,0,Festuca myuros,non.ann,1
2015,transect,transect_3,transect_3D,FESmyu,0,Festuca myuros,non.ann,1
2015,transect,transect_3,transect_3E,FESmyu,0,Festuca myuros,non.ann,1
2015,transect,transect_4,transect_4A,FESmyu,0,Festuca myuros,non.ann,1
2015,transect,transect_4,transect_4B,FESmyu,0,Festuca myuros,non.ann,1
2015,transect,transect_4,transect_4C,FESmyu,0,Festuca myuros,non.ann,1
2015,transect,transect_4,transect_4D,FESmyu,0,Festuca myuros,non.ann,1
2015,transect,transect_4,transect_4E,FESmyu,0,Festuca myuros,non.ann,1
2015,transect,transect_5,transect_5A,FESmyu,0,Festuca myuros,non.ann,1
2015,transect,transect_5,transect_5B,FESmyu,0,Festuca myuros,non.ann,1
2015,transect,transect_5,transect_5C,FESmyu,0,Festuca myuros,non.ann,1
2015,transect,transect_5,transect_5D,FESmyu,0,Festuca myuros,non.ann,1
2015,transect,transect_5,transect_5E,FESmyu,0,Festuca myuros,non.ann,1
2015,transect,transect_6,transect_6A,FESmyu,115.5555556,Festuca myuros,non.ann,1
2015,transect,transect_6,transect_6B,FESmyu,0,Festuca myuros,non.ann,1
2015,transect,transect_6,transect_6C,FESmyu,0,Festuca myuros,non.ann,1
2015,transect,transect_6,transect_6D,FESmyu,0,Festuca myuros,non.ann,1
2015,transect,transect_6,transect_6E,FESmyu,0,Festuca myuros,non.ann,1
2015,transect,transect_7,transect_7A,FESmyu,0,Festuca myuros,non.ann,1
2015,transect,transect_7,transect_7B,FESmyu,0,Festuca myuros,non.ann,1
2015,transect,transect_7,transect_7C,FESmyu,0,Festuca myuros,non.ann,1
2015,transect,transect_7,transect_7D,FESmyu,0,Festuca myuros,non.ann,1
2015,transect,transect_7,transect_7E,FESmyu,0,Festuca myuros,non.ann,1
2015,transect,transect_8,transect_8A,FESmyu,0,Festuca myuros,non.ann,1
2015,transect,transect_8,transect_8B,FESmyu,0,Festuca myuros,non.ann,1
2015,transect,transect_8,transect_8C,FESmyu,0,Festuca myuros,non.ann,1
2015,transect,transect_8,transect_8D,FESmyu,0,Festuca myuros,non.ann,1
2015,transect,transect_8,transect_8E,FESmyu,0,Festuca myuros,non.ann,1
2015,transect,transect_9,transect_9A,FESmyu,0,Festuca myuros,non.ann,1
2015,transect,transect_9,transect_9B,FESmyu,0,Festuca myuros,non.ann,1
2015,transect,transect_9,transect_9C,FESmyu,0,Festuca myuros,non.ann,1
2015,transect,transect_9,transect_9D,FESmyu,0,Festuca myuros,non.ann,1
2015,transect,transect_9,transect_9E,FESmyu,0,Festuca myuros,non.ann,1
2015,transect,transect_10,transect_10A,FESmyu,0,Festuca myuros,non.ann,1
2015,transect,transect_10,transect_10B,FESmyu,0,Festuca myuros,non.ann,1
2015,transect,transect_10,transect_10C,FESmyu,0,Festuca myuros,non.ann,1
2015,transect,transect_10,transect_10D,FESmyu,0,Festuca myuros,non.ann,1
2015,transect,transect_10,transect_10E,FESmyu,0,Festuca myuros,non.ann,1
2015,transect,transect_1,transect_1A,BRAdis,0,Brachypodium distachyon,non.ann,1
2015,transect,transect_1,transect_1B,BRAdis,0,Brachypodium distachyon,non.ann,1
2015,transect,transect_1,transect_1C,BRAdis,0,Brachypodium distachyon,non.ann,1
2015,transect,transect_1,transect_1D,BRAdis,0,Brachypodium distachyon,non.ann,1
2015,transect,transect_1,transect_1E,BRAdis,0,Brachypodium distachyon,non.ann,1
2015,transect,transect_2,transect_2A,BRAdis,0,Brachypodium distachyon,non.ann,1
2015,transect,transect_2,transect_2B,BRAdis,0,Brachypodium distachyon,non.ann,1
2015,transect,transect_2,transect_2C,BRAdis,202.2222222,Brachypodium distachyon,non.ann,1
2015,transect,transect_2,transect_2D,BRAdis,0,Brachypodium distachyon,non.ann,1
2015,transect,transect_2,transect_2E,BRAdis,0,Brachypodium distachyon,non.ann,1
2015,transect,transect_3,transect_3A,BRAdis,0,Brachypodium distachyon,non.ann,1
2015,transect,transect_3,transect_3B,BRAdis,857.7777778,Brachypodium distachyon,non.ann,1
2015,transect,transect_3,transect_3C,BRAdis,421.6666667,Brachypodium distachyon,non.ann,1
2015,transect,transect_3,transect_3D,BRAdis,541.6666667,Brachypodium distachyon,non.ann,1
2015,transect,transect_3,transect_3E,BRAdis,271.1111111,Brachypodium distachyon,non.ann,1
2015,transect,transect_4,transect_4A,BRAdis,0,Brachypodium distachyon,non.ann,1
2015,transect,transect_4,transect_4B,BRAdis,506.6666667,Brachypodium distachyon,non.ann,1
2015,transect,transect_4,transect_4C,BRAdis,0,Brachypodium distachyon,non.ann,1
2015,transect,transect_4,transect_4D,BRAdis,0,Brachypodium distachyon,non.ann,1
2015,transect,transect_4,transect_4E,BRAdis,0,Brachypodium distachyon,non.ann,1
2015,transect,transect_5,transect_5A,BRAdis,0,Brachypodium distachyon,non.ann,1
2015,transect,transect_5,transect_5B,BRAdis,0,Brachypodium distachyon,non.ann,1
2015,transect,transect_5,transect_5C,BRAdis,0,Brachypodium distachyon,non.ann,1
2015,transect,transect_5,transect_5D,BRAdis,0,Brachypodium distachyon,non.ann,1
2015,transect,transect_5,transect_5E,BRAdis,0,Brachypodium distachyon,non.ann,1
2015,transect,transect_6,transect_6A,BRAdis,0,Brachypodium distachyon,non.ann,1
2015,transect,transect_6,transect_6B,BRAdis,0,Brachypodium distachyon,non.ann,1
2015,transect,transect_6,transect_6C,BRAdis,0,Brachypodium distachyon,non.ann,1
2015,transect,transect_6,transect_6D,BRAdis,0,Brachypodium distachyon,non.ann,1
2015,transect,transect_6,transect_6E,BRAdis,0,Brachypodium distachyon,non.ann,1
2015,transect,transect_7,transect_7A,BRAdis,0,Brachypodium distachyon,non.ann,1
2015,transect,transect_7,transect_7B,BRAdis,0,Brachypodium distachyon,non.ann,1
2015,transect,transect_7,transect_7C,BRAdis,0,Brachypodium distachyon,non.ann,1
2015,transect,transect_7,transect_7D,BRAdis,0,Brachypodium distachyon,non.ann,1
2015,transect,transect_7,transect_7E,BRAdis,0,Brachypodium distachyon,non.ann,1
2015,transect,transect_8,transect_8A,BRAdis,0,Brachypodium distachyon,non.ann,1
2015,transect,transect_8,transect_8B,BRAdis,0,Brachypodium distachyon,non.ann,1
2015,transect,transect_8,transect_8C,BRAdis,0,Brachypodium distachyon,non.ann,1
2015,transect,transect_8,transect_8D,BRAdis,0,Brachypodium distachyon,non.ann,1
2015,transect,transect_8,transect_8E,BRAdis,0,Brachypodium distachyon,non.ann,1
2015,transect,transect_9,transect_9A,BRAdis,0,Brachypodium distachyon,non.ann,1
2015,transect,transect_9,transect_9B,BRAdis,0,Brachypodium distachyon,non.ann,1
2015,transect,transect_9,transect_9C,BRAdis,0,Brachypodium distachyon,non.ann,1
2015,transect,transect_9,transect_9D,BRAdis,0,Brachypodium distachyon,non.ann,1
2015,transect,transect_9,transect_9E,BRAdis,0,Brachypodium distachyon,non.ann,1
2015,transect,transect_10,transect_10A,BRAdis,0,Brachypodium distachyon,non.ann,1
2015,transect,transect_10,transect_10B,BRAdis,0,Brachypodium distachyon,non.ann,1
2015,transect,transect_10,transect_10C,BRAdis,0,Brachypodium distachyon,non.ann,1
2015,transect,transect_10,transect_10D,BRAdis,0,Brachypodium distachyon,non.ann,1
2015,transect,transect_10,transect_10E,BRAdis,0,Brachypodium distachyon,non.ann,1
2015,transect,transect_1,transect_1A,AVEfat,4.444444444,Avena fatua,non.ann,1
2015,transect,transect_1,transect_1B,AVEfat,0,Avena fatua,non.ann,1
2015,transect,transect_1,transect_1C,AVEfat,0,Avena fatua,non.ann,1
2015,transect,transect_1,transect_1D,AVEfat,336,Avena fatua,non.ann,1
2015,transect,transect_1,transect_1E,AVEfat,113.6666667,Avena fatua,non.ann,1
2015,transect,transect_2,transect_2A,AVEfat,0,Avena fatua,non.ann,1
2015,transect,transect_2,transect_2B,AVEfat,0,Avena fatua,non.ann,1
2015,transect,transect_2,transect_2C,AVEfat,0,Avena fatua,non.ann,1
2015,transect,transect_2,transect_2D,AVEfat,0,Avena fatua,non.ann,1
2015,transect,transect_2,transect_2E,AVEfat,40,Avena fatua,non.ann,1
2015,transect,transect_3,transect_3A,AVEfat,51.33333333,Avena fatua,non.ann,1
2015,transect,transect_3,transect_3B,AVEfat,69.33333333,Avena fatua,non.ann,1
2015,transect,transect_3,transect_3C,AVEfat,95.33333333,Avena fatua,non.ann,1
2015,transect,transect_3,transect_3D,AVEfat,127.1111111,Avena fatua,non.ann,1
2015,transect,transect_3,transect_3E,AVEfat,73.77777778,Avena fatua,non.ann,1
2015,transect,transect_4,transect_4A,AVEfat,115.5555556,Avena fatua,non.ann,1
2015,transect,transect_4,transect_4B,AVEfat,32,Avena fatua,non.ann,1
2015,transect,transect_4,transect_4C,AVEfat,28.88888889,Avena fatua,non.ann,1
2015,transect,transect_4,transect_4D,AVEfat,54.44444444,Avena fatua,non.ann,1
2015,transect,transect_4,transect_4E,AVEfat,62.22222222,Avena fatua,non.ann,1
2015,transect,transect_5,transect_5A,AVEfat,14,Avena fatua,non.ann,1
2015,transect,transect_5,transect_5B,AVEfat,19.11111111,Avena fatua,non.ann,1
2015,transect,transect_5,transect_5C,AVEfat,120.8888889,Avena fatua,non.ann,1
2015,transect,transect_5,transect_5D,AVEfat,96,Avena fatua,non.ann,1
2015,transect,transect_5,transect_5E,AVEfat,270,Avena fatua,non.ann,1
2015,transect,transect_6,transect_6A,AVEfat,0,Avena fatua,non.ann,1
2015,transect,transect_6,transect_6B,AVEfat,0,Avena fatua,non.ann,1
2015,transect,transect_6,transect_6C,AVEfat,0,Avena fatua,non.ann,1
2015,transect,transect_6,transect_6D,AVEfat,0,Avena fatua,non.ann,1
2015,transect,transect_6,transect_6E,AVEfat,0,Avena fatua,non.ann,1
2015,transect,transect_7,transect_7A,AVEfat,0,Avena fatua,non.ann,1
2015,transect,transect_7,transect_7B,AVEfat,0,Avena fatua,non.ann,1
2015,transect,transect_7,transect_7C,AVEfat,0,Avena fatua,non.ann,1
2015,transect,transect_7,transect_7D,AVEfat,0,Avena fatua,non.ann,1
2015,transect,transect_7,transect_7E,AVEfat,79.33333333,Avena fatua,non.ann,1
2015,transect,transect_8,transect_8A,AVEfat,0,Avena fatua,non.ann,1
2015,transect,transect_8,transect_8B,AVEfat,0,Avena fatua,non.ann,1
2015,transect,transect_8,transect_8C,AVEfat,0,Avena fatua,non.ann,1
2015,transect,transect_8,transect_8D,AVEfat,48.66666667,Avena fatua,non.ann,1
2015,transect,transect_8,transect_8E,AVEfat,0,Avena fatua,non.ann,1
2015,transect,transect_9,transect_9A,AVEfat,0,Avena fatua,non.ann,1
2015,transect,transect_9,transect_9B,AVEfat,0,Avena fatua,non.ann,1
2015,transect,transect_9,transect_9C,AVEfat,0,Avena fatua,non.ann,1
2015,transect,transect_9,transect_9D,AVEfat,2.5,Avena fatua,non.ann,1
2015,transect,transect_9,transect_9E,AVEfat,0,Avena fatua,non.ann,1
2015,transect,transect_10,transect_10A,AVEfat,0,Avena fatua,non.ann,1
2015,transect,transect_10,transect_10B,AVEfat,0,Avena fatua,non.ann,1
2015,transect,transect_10,transect_10C,AVEfat,0,Avena fatua,non.ann,1
2015,transect,transect_10,transect_10D,AVEfat,10,Avena fatua,non.ann,1
2015,transect,transect_10,transect_10E,AVEfat,0,Avena fatua,non.ann,1
