year,month,experiment,plot,subplot,host,mean.dam,leaf.i.1,leaf.i.2,leaf.i.3,leaf.i.4,leaf.i.5,leaf.i.6,leaf.s.1,leaf.s.2,leaf.s.3,leaf.s.4,leaf.s.5,leaf.s.6,leaves.dam,leaves.tot,prop.dam,grass.group,nonnative
2015,April,transect,transect_1,transect_1A,AB,2.5e-4,0,0,0,1,NA,NA,0,0,0,0.001,NA,NA,1,4,0.25,"non-native
annual",1
2015,April,transect,transect_1,transect_1A,AB,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,2,0,"non-native
annual",1
2015,April,transect,transect_1,transect_1A,AB,5e-4,1,0,NA,NA,NA,NA,0.001,0,NA,NA,NA,NA,1,2,0.5,"non-native
annual",1
2015,April,transect,transect_1,transect_1A,BH,0.03333333333333333,0,0,1,NA,NA,NA,0,0,0.1,NA,NA,NA,1,3,0.3333333333333333,"non-native
annual",1
2015,April,transect,transect_1,transect_1A,SP,0.005333333333333333,1,1,0,1,1,1,0.01,0.001,0,0.001,0.01,0.01,5,6,0.8333333333333334,"native
perennial",0
2015,April,transect,transect_1,transect_1A,SP,0.02183333333333333,1,1,1,1,1,1,0.05,0.05,0.001,0.01,0.01,0.01,6,6,1,"native
perennial",0
2015,April,transect,transect_1,transect_1A,SP,0.018500000000000003,1,0,0,1,1,0,0.1,0,0,0.001,0.01,0,3,6,0.5,"native
perennial",0
2015,April,transect,transect_1,transect_1C,AB,0.002,1,1,0,1,0,0,0.001,0.001,0,0.01,0,0,3,6,0.5,"non-native
annual",1
2015,April,transect,transect_1,transect_1C,AB,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,4,0,"non-native
annual",1
2015,April,transect,transect_1,transect_1C,AB,0.04166666666666667,0,0,1,0,0,0,0,0,0.25,0,0,0,1,6,0.16666666666666666,"non-native
annual",1
2015,April,transect,transect_1,transect_1C,BH,0.01,1,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,1,1,1,"non-native
annual",1
2015,April,transect,transect_1,transect_1C,SP,0.012166666666666666,1,1,1,1,1,1,0.05,0.001,0.001,0.01,0.01,0.001,6,6,1,"native
perennial",0
2015,April,transect,transect_1,transect_1C,SP,0.0055000000000000005,1,1,1,1,1,1,0.01,0.001,0.001,0.001,0.01,0.01,6,6,1,"native
perennial",0
2015,April,transect,transect_1,transect_1C,SP,0.010333333333333335,1,0,0,1,1,1,0.001,0,0,0.01,0.05,0.001,4,6,0.6666666666666666,"native
perennial",0
2015,April,transect,transect_1,transect_1E,AB,0.010166666666666666,1,0,0,1,1,0,0.001,0,0,0.01,0.05,0,3,6,0.5,"non-native
annual",1
2015,April,transect,transect_1,transect_1E,SP,0.004,1,1,1,1,1,1,0.01,0.001,0.001,0.001,0.01,0.001,6,6,1,"native
perennial",0
2015,April,transect,transect_1,transect_1E,SP,0.0023333333333333335,1,1,0,1,1,1,0.001,0.001,0,0.001,0.001,0.01,5,6,0.8333333333333334,"native
perennial",0
2015,April,transect,transect_2,transect_2A,PA,5e-4,1,0,0,0,1,1,0.001,0,0,0,0.001,0.001,3,6,0.5,"non-native
annual",1
2015,April,transect,transect_2,transect_2A,PA,0.008333333333333333,0,0,0,0,1,0,0,0,0,0,0.05,0,1,6,0.16666666666666666,"non-native
annual",1
2015,April,transect,transect_2,transect_2A,PA,3.333333333333333e-4,1,0,0,0,0,1,0.001,0,0,0,0,0.001,2,6,0.3333333333333333,"non-native
annual",1
2015,April,transect,transect_2,transect_2C,AB,0.12525,0,0,1,1,NA,NA,0,0,0.001,0.5,NA,NA,2,4,0.5,"non-native
annual",1
2015,April,transect,transect_2,transect_2C,AB,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,5,0,"non-native
annual",1
2015,April,transect,transect_2,transect_2C,AB,0.017,0,1,1,NA,NA,NA,0,0.001,0.05,NA,NA,NA,2,3,0.6666666666666666,"non-native
annual",1
2015,April,transect,transect_2,transect_2C,PA,0.025,0,0,0,0,1,1,0,0,0,0,0.1,0.05,2,6,0.3333333333333333,"non-native
annual",1
2015,April,transect,transect_2,transect_2C,PA,1.6666666666666666e-4,0,1,0,0,0,0,0,0.001,0,0,0,0,1,6,0.16666666666666666,"non-native
annual",1
2015,April,transect,transect_2,transect_2C,PA,1.6666666666666666e-4,0,0,0,0,1,0,0,0,0,0,0.001,0,1,6,0.16666666666666666,"non-native
annual",1
2015,April,transect,transect_2,transect_2C,SP,0.047,1,1,1,1,1,1,0.25,0.001,0.01,0.01,0.001,0.01,6,6,1,"native
perennial",0
2015,April,transect,transect_2,transect_2C,SP,3.333333333333333e-4,0,0,1,0,1,0,0,0,0.001,0,0.001,0,2,6,0.3333333333333333,"native
perennial",0
2015,April,transect,transect_2,transect_2C,SP,5e-4,1,1,0,0,1,0,0.001,0.001,0,0,0.001,0,3,6,0.5,"native
perennial",0
2015,April,transect,transect_2,transect_2E,AB,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,3,0,"non-native
annual",1
2015,April,transect,transect_2,transect_2E,AB,0.005,1,0,0,1,NA,NA,0.01,0,0,0.01,NA,NA,2,4,0.5,"non-native
annual",1
2015,April,transect,transect_2,transect_2E,AB,0.0022,0,0,0,1,1,NA,0,0,0,0.01,0.001,NA,2,5,0.4,"non-native
annual",1
2015,April,transect,transect_2,transect_2E,SP,0.018833333333333334,1,1,1,1,1,1,0.001,0.001,0.001,0.05,0.01,0.05,6,6,1,"native
perennial",0
2015,April,transect,transect_2,transect_2E,SP,0.015166666666666667,1,1,1,1,1,1,0.01,0.05,0.01,0.001,0.01,0.01,6,6,1,"native
perennial",0
2015,April,transect,transect_2,transect_2E,SP,0.020333333333333332,1,1,1,1,1,1,0.01,0.05,0.05,0.001,0.01,0.001,6,6,1,"native
perennial",0
2015,April,transect,transect_3,transect_3A,AB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,"non-native
annual",1
2015,April,transect,transect_3,transect_3A,AB,0.017,1,1,0,NA,NA,NA,0.05,0.001,0,NA,NA,NA,2,3,0.6666666666666666,"non-native
annual",1
2015,April,transect,transect_3,transect_3A,AB,0.13,1,1,NA,NA,NA,NA,0.01,0.25,NA,NA,NA,NA,2,2,1,"non-native
annual",1
2015,April,transect,transect_3,transect_3A,AB,0.025,1,0,NA,NA,NA,NA,0.05,0,NA,NA,NA,NA,1,2,0.5,"non-native
annual",1
2015,April,transect,transect_3,transect_3A,SP,0.013666666666666667,1,1,1,1,1,1,0.01,0.001,0.01,0.05,0.01,0.001,6,6,1,"native
perennial",0
2015,April,transect,transect_3,transect_3A,SP,0.006999999999999999,1,1,1,1,1,1,0.01,0.001,0.01,0.001,0.01,0.01,6,6,1,"native
perennial",0
2015,April,transect,transect_3,transect_3A,SP,0.05333333333333333,1,1,1,1,1,1,0.05,0.05,0.1,0.01,0.1,0.01,6,6,1,"native
perennial",0
2015,April,transect,transect_3,transect_3C,AB,0.050499999999999996,1,1,NA,NA,NA,NA,0.001,0.1,NA,NA,NA,NA,2,2,1,"non-native
annual",1
2015,April,transect,transect_3,transect_3C,SP,0.06183333333333334,1,1,1,1,1,1,0.05,0.001,0.25,0.01,0.05,0.01,6,6,1,"native
perennial",0
2015,April,transect,transect_3,transect_3C,SP,0.020333333333333332,1,1,1,1,1,1,0.001,0.001,0.01,0.05,0.01,0.05,6,6,1,"native
perennial",0
2015,April,transect,transect_3,transect_3C,SP,0.016666666666666666,1,1,1,1,1,1,0.01,0.01,0.05,0.01,0.01,0.01,6,6,1,"native
perennial",0
2015,April,transect,transect_3,transect_3E,AB,0.125,1,0,NA,NA,NA,NA,0.25,0,NA,NA,NA,NA,1,2,0.5,"non-native
annual",1
2015,April,transect,transect_3,transect_3E,AB,0.005,1,0,NA,NA,NA,NA,0.01,0,NA,NA,NA,NA,1,2,0.5,"non-native
annual",1
2015,April,transect,transect_3,transect_3E,BD,0.001,1,NA,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,1,1,1,"non-native
annual",1
2015,April,transect,transect_3,transect_3E,BD,0.001,1,NA,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,1,1,1,"non-native
annual",1
2015,April,transect,transect_3,transect_3E,SP,0.0455,1,1,1,1,1,1,0.01,0.001,0.01,0.001,0.25,0.001,6,6,1,"native
perennial",0
2015,April,transect,transect_4,transect_4A,AB,0.33666666666666667,1,1,1,NA,NA,NA,0.01,0.5,0.5,NA,NA,NA,3,3,1,"non-native
annual",1
2015,April,transect,transect_4,transect_4A,AB,0.017,0,1,1,NA,NA,NA,0,0.001,0.05,NA,NA,NA,2,3,0.6666666666666666,"non-native
annual",1
2015,April,transect,transect_4,transect_4A,SP,0.020333333333333332,1,1,1,1,1,1,0.05,0.001,0.01,0.01,0.05,0.001,6,6,1,"native
perennial",0
2015,April,transect,transect_4,transect_4A,SP,0.0255,1,1,1,1,1,1,0.05,0.001,0.05,0.001,0.001,0.05,6,6,1,"native
perennial",0
2015,April,transect,transect_4,transect_4A,SP,0.022000000000000002,1,1,1,1,1,1,0.001,0.001,0.1,0.01,0.01,0.01,6,6,1,"native
perennial",0
2015,April,transect,transect_4,transect_4C,AB,0.5,1,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,1,1,1,"non-native
annual",1
2015,April,transect,transect_4,transect_4C,AB,0.06275,1,0,0,1,NA,NA,0.001,0,0,0.25,NA,NA,2,4,0.5,"non-native
annual",1
2015,April,transect,transect_4,transect_4C,AB,0.050333333333333334,1,1,1,NA,NA,NA,0.1,0.001,0.05,NA,NA,NA,3,3,1,"non-native
annual",1
2015,April,transect,transect_4,transect_4C,BD,0.001,1,NA,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,1,1,1,"non-native
annual",1
2015,April,transect,transect_4,transect_4C,BD,0.005,1,0,NA,NA,NA,NA,0.01,0,NA,NA,NA,NA,1,2,0.5,"non-native
annual",1
2015,April,transect,transect_4,transect_4C,BD,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1,0,"non-native
annual",1
2015,April,transect,transect_4,transect_4C,SP,0.010666666666666666,1,1,1,1,1,1,0.01,0.001,0.001,0.001,0.05,0.001,6,6,1,"native
perennial",0
2015,April,transect,transect_4,transect_4C,SP,0.012166666666666666,1,1,1,1,1,1,0.05,0.01,0.01,0.001,0.001,0.001,6,6,1,"native
perennial",0
2015,April,transect,transect_4,transect_4C,SP,0.022000000000000002,1,1,1,1,1,1,0.05,0.01,0.001,0.001,0.05,0.02,6,6,1,"native
perennial",0
2015,April,transect,transect_4,transect_4E,AB,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1,0,"non-native
annual",1
2015,April,transect,transect_4,transect_4E,AB,0.050499999999999996,1,1,NA,NA,NA,NA,0.1,0.001,NA,NA,NA,NA,2,2,1,"non-native
annual",1
2015,April,transect,transect_4,transect_4E,AB,0.19,0,0,1,1,NA,NA,0,0,0.01,0.75,NA,NA,2,4,0.5,"non-native
annual",1
2015,April,transect,transect_4,transect_4E,BD,0.2505,1,1,NA,NA,NA,NA,0.001,0.5,NA,NA,NA,NA,2,2,1,"non-native
annual",1
2015,April,transect,transect_4,transect_4E,BD,0.1,1,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,1,1,1,"non-native
annual",1
2015,April,transect,transect_4,transect_4E,SP,0.030166666666666665,1,1,1,1,1,1,0.1,0.01,0.05,0.001,0.01,0.01,6,6,1,"native
perennial",0
2015,April,transect,transect_5,transect_5A,BD,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,3,0,"non-native
annual",1
2015,April,transect,transect_5,transect_5A,BD,0.001,1,NA,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,1,1,1,"non-native
annual",1
2015,April,transect,transect_5,transect_5A,BH,0.25,0,1,NA,NA,NA,NA,0,0.5,NA,NA,NA,NA,1,2,0.5,"non-native
annual",1
2015,April,transect,transect_5,transect_5A,EG,0.009000000000000001,1,1,1,1,0,1,0.001,0.001,0.001,0.001,0,0.05,5,6,0.8333333333333334,"native
perennial",0
2015,April,transect,transect_5,transect_5A,EG,0.0023333333333333335,0,1,1,1,1,1,0,0.001,0.001,0.001,0.01,0.001,5,6,0.8333333333333334,"native
perennial",0
2015,April,transect,transect_5,transect_5A,EG,0.003666666666666667,1,0,1,1,1,0,0.001,0,0.01,0.001,0.01,0,4,6,0.6666666666666666,"native
perennial",0
2015,April,transect,transect_5,transect_5C,AB,0.008333333333333333,0,1,0,0,0,0,0,0.05,0,0,0,0,1,6,0.16666666666666666,"non-native
annual",1
2015,April,transect,transect_5,transect_5C,BH,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,2,0,"non-native
annual",1
2015,April,transect,transect_5,transect_5C,BH,0.05,1,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,1,1,1,"non-native
annual",1
2015,April,transect,transect_5,transect_5C,EG,0.001,1,1,1,1,1,1,0.001,0.001,0.001,0.001,0.001,0.001,6,6,1,"native
perennial",0
2015,April,transect,transect_5,transect_5C,EG,0.009166666666666667,1,1,1,1,1,1,0.001,0.001,0.001,0.001,0.001,0.05,6,6,1,"native
perennial",0
2015,April,transect,transect_5,transect_5C,SP,0.0055000000000000005,1,1,1,1,1,1,0.01,0.001,0.01,0.001,0.01,0.001,6,6,1,"native
perennial",0
2015,April,transect,transect_5,transect_5E,BD,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1,0,"non-native
annual",1
2015,April,transect,transect_5,transect_5E,BH,0.005,1,0,NA,NA,NA,NA,0.01,0,NA,NA,NA,NA,1,2,0.5,"non-native
annual",1
2015,April,transect,transect_5,transect_5E,EG,0.0175,1,1,1,1,1,1,0.1,0.001,0.001,0.001,0.001,0.001,6,6,1,"native
perennial",0
2015,April,transect,transect_5,transect_5E,EG,0.034,1,1,1,1,1,0,0.2,0.001,0.001,0.001,0.001,0,5,6,0.8333333333333334,"native
perennial",0
2015,April,transect,transect_6,transect_6A,AB,0.5,1,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,1,1,1,"non-native
annual",1
2015,April,transect,transect_6,transect_6A,AB,2.5e-4,1,0,0,0,NA,NA,0.001,0,0,0,NA,NA,1,4,0.25,"non-native
annual",1
2015,April,transect,transect_6,transect_6A,BD,0.01,1,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,1,1,1,"non-native
annual",1
2015,April,transect,transect_6,transect_6A,BD,0.001,1,NA,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,1,1,1,"non-native
annual",1
2015,April,transect,transect_6,transect_6A,BH,0.01,1,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,1,1,1,"non-native
annual",1
2015,April,transect,transect_6,transect_6A,EG,0.004,1,1,1,1,1,1,0.001,0.01,0.001,0.01,0.001,0.001,6,6,1,"native
perennial",0
2015,April,transect,transect_6,transect_6A,EG,0.004,1,1,1,1,1,1,0.01,0.001,0.01,0.001,0.001,0.001,6,6,1,"native
perennial",0
2015,April,transect,transect_6,transect_6A,EG,0.019,1,1,1,1,1,1,0.1,0.001,0.01,0.001,0.001,0.001,6,6,1,"native
perennial",0
2015,April,transect,transect_6,transect_6A,SP,0.0055000000000000005,1,1,1,1,1,1,0.01,0.001,0.01,0.01,0.001,0.001,6,6,1,"native
perennial",0
2015,April,transect,transect_6,transect_6C,AB,0.08333333333333334,1,0,0,0,0,0,0.5,0,0,0,0,0,1,6,0.16666666666666666,"non-native
annual",1
2015,April,transect,transect_6,transect_6C,AB,0.015,1,0,0,1,NA,NA,0.05,0,0,0.01,NA,NA,2,4,0.5,"non-native
annual",1
2015,April,transect,transect_6,transect_6C,BD,0.01,1,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,1,1,1,"non-native
annual",1
2015,April,transect,transect_6,transect_6C,BD,0.050499999999999996,1,1,NA,NA,NA,NA,0.1,0.001,NA,NA,NA,NA,2,2,1,"non-native
annual",1
2015,April,transect,transect_6,transect_6C,BD,0.001,1,NA,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,1,1,1,"non-native
annual",1
2015,April,transect,transect_6,transect_6C,BH,0.05,1,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,1,1,1,"non-native
annual",1
2015,April,transect,transect_6,transect_6C,BH,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1,0,"non-native
annual",1
2015,April,transect,transect_6,transect_6C,EG,0.009000000000000001,1,1,0,1,1,1,0.001,0.001,0,0.05,0.001,0.001,5,6,0.8333333333333334,"native
perennial",0
2015,April,transect,transect_6,transect_6C,EG,0.009000000000000001,1,1,0,1,1,1,0.001,0.05,0,0.001,0.001,0.001,5,6,0.8333333333333334,"native
perennial",0
2015,April,transect,transect_6,transect_6C,EG,0.0055000000000000005,1,1,1,1,1,1,0.01,0.001,0.01,0.001,0.001,0.01,6,6,1,"native
perennial",0
2015,April,transect,transect_6,transect_6C,SP,0.0235,1,1,1,1,1,1,0.01,0.01,0.1,0.001,0.01,0.01,6,6,1,"native
perennial",0
2015,April,transect,transect_6,transect_6E,AB,0.1875,1,1,0,0,NA,NA,0.5,0.25,0,0,NA,NA,2,4,0.5,"non-native
annual",1
2015,April,transect,transect_6,transect_6E,AB,0.2505,1,1,NA,NA,NA,NA,0.5,0.001,NA,NA,NA,NA,2,2,1,"non-native
annual",1
2015,April,transect,transect_6,transect_6E,EG,0.009000000000000001,1,0,1,1,1,1,0.001,0,0.001,0.001,0.05,0.001,5,6,0.8333333333333334,"native
perennial",0
2015,April,transect,transect_7,transect_7A,PA,0.025,0,1,0,0,1,0,0,0.05,0,0,0.1,0,2,6,0.3333333333333333,"non-native
annual",1
2015,April,transect,transect_7,transect_7A,PA,1.6666666666666666e-4,1,0,0,0,0,0,0.001,0,0,0,0,0,1,6,0.16666666666666666,"non-native
annual",1
2015,April,transect,transect_7,transect_7A,PA,0.12666666666666665,0,1,1,1,0,0,0,0.01,0.5,0.25,0,0,3,6,0.5,"non-native
annual",1
2015,April,transect,transect_7,transect_7C,AB,0.0085,1,1,0,0,0,0,0.05,0.001,0,0,0,0,2,6,0.3333333333333333,"non-native
annual",1
2015,April,transect,transect_7,transect_7C,PA,0.08333333333333334,1,0,0,0,0,0,0.5,0,0,0,0,0,1,6,0.16666666666666666,"non-native
annual",1
