year,month,experiment,plot,subplot,host,mean.dam,leaf.i.1,leaf.i.2,leaf.i.3,leaf.i.4,leaf.i.5,leaf.i.6,leaf.s.1,leaf.s.2,leaf.s.3,leaf.s.4,leaf.s.5,leaf.s.6,leaves.dam,leaves.tot,prop.dam,grass.group,nonnative
2015,April,transect,transect_7,transect_7C,PA,0.0335,1,1,0,1,0,0,0.1,0.001,0,0.1,0,0,3,6,0.5,"non-native
annual",1
2015,April,transect,transect_7,transect_7C,PA,0.002,1,0,0,1,1,0,0.001,0,0,0.001,0.01,0,3,6,0.5,"non-native
annual",1
2015,April,transect,transect_7,transect_7E,AB,1.6666666666666666e-4,1,0,0,0,0,0,0.001,0,0,0,0,0,1,6,0.16666666666666666,"non-native
annual",1
2015,April,transect,transect_7,transect_7E,AB,0.005,1,0,NA,NA,NA,NA,0.01,0,NA,NA,NA,NA,1,2,0.5,"non-native
annual",1
2015,April,transect,transect_7,transect_7E,BH,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1,0,"non-native
annual",1
2015,April,transect,transect_7,transect_7E,BH,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1,0,"non-native
annual",1
2015,April,transect,transect_7,transect_7E,PA,0.04333333333333333,1,0,0,0,0,1,0.25,0,0,0,0,0.01,2,6,0.3333333333333333,"non-native
annual",1
2015,April,transect,transect_8,transect_8A,BD,0.25,1,NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,1,1,1,"non-native
annual",1
2015,April,transect,transect_8,transect_8A,BD,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1,0,"non-native
annual",1
2015,April,transect,transect_8,transect_8A,BD,0.001,1,NA,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,1,1,1,"non-native
annual",1
2015,April,transect,transect_8,transect_8A,EG,0.175,1,1,1,1,1,1,0.25,0.1,0.1,0.05,0.25,0.3,6,6,1,"native
perennial",0
2015,April,transect,transect_8,transect_8A,EG,0.1202,1,1,1,0,0,NA,0.1,0.5,0.001,0,0,NA,3,5,0.6,"native
perennial",0
2015,April,transect,transect_8,transect_8A,EG,0.18350000000000002,1,1,0,1,1,1,0.5,0.05,0,0.001,0.05,0.5,5,6,0.8333333333333334,"native
perennial",0
2015,April,transect,transect_8,transect_8A,SP,0.0023333333333333335,1,0,1,1,1,1,0.01,0,0.001,0.001,0.001,0.001,5,6,0.8333333333333334,"native
perennial",0
2015,April,transect,transect_8,transect_8A,SP,0.013666666666666667,1,1,1,1,1,1,0.001,0.05,0.01,0.01,0.01,0.001,6,6,1,"native
perennial",0
2015,April,transect,transect_8,transect_8C,BD,0.001,1,1,NA,NA,NA,NA,0.001,0.001,NA,NA,NA,NA,2,2,1,"non-native
annual",1
2015,April,transect,transect_8,transect_8C,EG,0.16183333333333333,1,1,1,1,1,1,0.05,0.5,0.001,0.01,0.4,0.01,6,6,1,"native
perennial",0
2015,April,transect,transect_8,transect_8C,EG,0.027000000000000003,1,1,1,0,1,1,0.05,0.01,0.001,0,0.001,0.1,5,6,0.8333333333333334,"native
perennial",0
2015,April,transect,transect_8,transect_8C,EG,0.142,1,1,1,0,1,1,0.5,0.05,0.001,0,0.3,0.001,5,6,0.8333333333333334,"native
perennial",0
2015,April,transect,transect_8,transect_8C,SP,0.027000000000000003,1,1,1,1,1,1,0.01,0.001,0.001,0.05,0.05,0.05,6,6,1,"native
perennial",0
2015,April,transect,transect_8,transect_8C,SP,0.05366666666666666,1,1,1,1,1,1,0.01,0.05,0.01,0.001,0.25,0.001,6,6,1,"native
perennial",0
2015,April,transect,transect_8,transect_8E,AB,5e-4,1,0,NA,NA,NA,NA,0.001,0,NA,NA,NA,NA,1,2,0.5,"non-native
annual",1
2015,April,transect,transect_8,transect_8E,AB,5e-4,0,1,NA,NA,NA,NA,0,0.001,NA,NA,NA,NA,1,2,0.5,"non-native
annual",1
2015,April,transect,transect_8,transect_8E,AB,0.1375,1,1,0,0,NA,NA,0.05,0.5,0,0,NA,NA,2,4,0.5,"non-native
annual",1
2015,April,transect,transect_8,transect_8E,EG,0.17833333333333332,1,1,1,1,1,1,0.5,0.1,0.4,0.01,0.01,0.05,6,6,1,"native
perennial",0
2015,April,transect,transect_9,transect_9A,PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,"non-native
annual",1
2015,April,transect,transect_9,transect_9A,PA,0.0085,0,0,0,1,0,1,0,0,0,0.05,0,0.001,2,6,0.3333333333333333,"non-native
annual",1
2015,April,transect,transect_9,transect_9A,PA,1.6666666666666666e-4,0,0,0,1,0,0,0,0,0,0.001,0,0,1,6,0.16666666666666666,"non-native
annual",1
2015,April,transect,transect_9,transect_9C,PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,"non-native
annual",1
2015,April,transect,transect_9,transect_9C,PA,1.6666666666666666e-4,0,0,1,0,0,0,0,0,0.001,0,0,0,1,6,0.16666666666666666,"non-native
annual",1
2015,April,transect,transect_9,transect_9C,PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,"non-native
annual",1
2015,April,transect,transect_9,transect_9E,AB,0.1,1,1,NA,NA,NA,NA,0.1,0.1,NA,NA,NA,NA,2,2,1,"non-native
annual",1
2015,April,transect,transect_9,transect_9E,AB,0.1,1,1,NA,NA,NA,NA,0.1,0.1,NA,NA,NA,NA,2,2,1,"non-native
annual",1
2015,April,transect,transect_9,transect_9E,BD,0.001,1,NA,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,1,1,1,"non-native
annual",1
2015,April,transect,transect_9,transect_9E,BH,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1,0,"non-native
annual",1
2015,April,transect,transect_9,transect_9E,PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,"non-native
annual",1
2015,April,transect,transect_9,transect_9E,PA,5e-4,1,0,0,1,1,0,0.001,0,0,0.001,0.001,0,3,6,0.5,"non-native
annual",1
2015,April,transect,transect_10,transect_10A,PA,0.0018333333333333335,1,0,0,1,0,0,0.001,0,0,0.01,0,0,2,6,0.3333333333333333,"non-native
annual",1
2015,April,transect,transect_10,transect_10A,PA,0.0016666666666666666,0,0,0,0,0,1,0,0,0,0,0,0.01,1,6,0.16666666666666666,"non-native
annual",1
2015,April,transect,transect_10,transect_10A,PA,1.6666666666666666e-4,0,0,0,0,1,0,0,0,0,0,0.001,0,1,6,0.16666666666666666,"non-native
annual",1
2015,April,transect,transect_10,transect_10C,BD,0.0085,0,0,0,1,1,0,0,0,0,0.05,0.001,0,2,6,0.3333333333333333,"non-native
annual",1
2015,April,transect,transect_10,transect_10C,PA,0.010166666666666666,1,1,1,0,0,0,0.05,0.01,0.001,0,0,0,3,6,0.5,"non-native
annual",1
2015,April,transect,transect_10,transect_10C,PA,0.003333333333333333,0,1,0,0,0,1,0,0.01,0,0,0,0.01,2,6,0.3333333333333333,"non-native
annual",1
2015,April,transect,transect_10,transect_10E,BD,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,2,0,"non-native
annual",1
2015,April,transect,transect_10,transect_10E,BD,3.333333333333333e-4,0,0,1,NA,NA,NA,0,0,0.001,NA,NA,NA,1,3,0.3333333333333333,"non-native
annual",1
2015,April,transect,transect_10,transect_10E,BD,0.025,0,1,NA,NA,NA,NA,0,0.05,NA,NA,NA,NA,1,2,0.5,"non-native
annual",1
2015,April,transect,transect_10,transect_10E,PA,1.6666666666666666e-4,0,0,0,0,0,1,0,0,0,0,0,0.001,1,6,0.16666666666666666,"non-native
annual",1
2015,April,transect,transect_10,transect_10E,PA,0.016833333333333332,1,0,0,0,1,0,0.1,0,0,0,0.001,0,2,6,0.3333333333333333,"non-native
annual",1
2015,April,transect,transect_11,transect_11,AB,0.0034999999999999996,0,0,1,0,1,1,0,0,0.01,0,0.01,0.001,3,6,0.5,"non-native
annual",1
2015,April,transect,transect_11,transect_11,AB,0.063,1,0,1,1,NA,NA,0.001,0,0.001,0.25,NA,NA,3,4,0.75,"non-native
annual",1
2015,April,transect,transect_11,transect_11,AB,0.08516666666666667,0,0,1,1,0,1,0,0,0.01,0.5,0,0.001,3,6,0.5,"non-native
annual",1
2015,April,transect,transect_11,transect_11,AB,0.16699999999999998,1,1,0,NA,NA,NA,0.5,0.001,0,NA,NA,NA,2,3,0.6666666666666666,"non-native
annual",1
2015,April,transect,transect_11,transect_11,AB,0.092,1,1,1,1,0,1,0.001,0.001,0.25,0.05,0,0.25,5,6,0.8333333333333334,"non-native
annual",1
2015,April,transect,transect_12,transect_12,AB,0.045,1,1,1,0,0,0,0.25,0.01,0.01,0,0,0,3,6,0.5,"non-native
annual",1
2015,April,transect,transect_12,transect_12,AB,0.017166666666666667,1,1,0,0,1,1,0.1,0.001,0,0,0.001,0.001,4,6,0.6666666666666666,"non-native
annual",1
2015,April,transect,transect_12,transect_12,AB,0.1505,1,1,1,1,NA,NA,0.001,0.001,0.1,0.5,NA,NA,4,4,1,"non-native
annual",1
2015,April,transect,transect_12,transect_12,AB,0.06275,1,0,0,1,NA,NA,0.001,0,0,0.25,NA,NA,2,4,0.5,"non-native
annual",1
2015,April,transect,transect_12,transect_12,AB,0.5,1,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,1,1,1,"non-native
annual",1
2015,April,transect,transect_11,transect_11,BD,0.25016666666666665,1,1,1,1,0,0,0.5,0.75,0.001,0.25,0,0,4,6,0.6666666666666666,"non-native
annual",1
2015,April,transect,transect_11,transect_11,BD,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,5,0,"non-native
annual",1
2015,April,transect,transect_11,transect_11,BD,0.016833333333333332,1,0,1,0,0,0,0.1,0,0.001,0,0,0,2,6,0.3333333333333333,"non-native
annual",1
2015,April,transect,transect_11,transect_11,BD,0.275,1,1,NA,NA,NA,NA,0.5,0.05,NA,NA,NA,NA,2,2,1,"non-native
annual",1
2015,April,transect,transect_11,transect_11,BD,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,5,0,"non-native
annual",1
2015,April,transect,transect_12,transect_12,BD,0.08366666666666667,1,1,0,NA,NA,NA,0.25,0.001,0,NA,NA,NA,2,3,0.6666666666666666,"non-native
annual",1
2015,April,transect,transect_12,transect_12,BD,0.017333333333333333,1,1,1,NA,NA,NA,0.001,0.05,0.001,NA,NA,NA,3,3,1,"non-native
annual",1
2015,April,transect,transect_12,transect_12,BD,0.0055000000000000005,1,1,NA,NA,NA,NA,0.01,0.001,NA,NA,NA,NA,2,2,1,"non-native
annual",1
2015,April,transect,transect_12,transect_12,BD,5e-4,0,1,NA,NA,NA,NA,0,0.001,NA,NA,NA,NA,1,2,0.5,"non-native
annual",1
2015,April,transect,transect_12,transect_12,BD,0.037000000000000005,1,1,1,NA,NA,NA,0.001,0.1,0.01,NA,NA,NA,3,3,1,"non-native
annual",1
2015,April,transect,transect_13,transect_13,BD,0.19,1,0,1,0,NA,NA,0.01,0,0.75,0,NA,NA,2,4,0.5,"non-native
annual",1
2015,April,transect,transect_13,transect_13,BD,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1,0,"non-native
annual",1
2015,April,transect,transect_13,transect_13,BD,0.375,0,1,NA,NA,NA,NA,0,0.75,NA,NA,NA,NA,1,2,0.5,"non-native
annual",1
2015,April,transect,transect_13,transect_13,BD,0.2505,1,1,NA,NA,NA,NA,0.5,0.001,NA,NA,NA,NA,2,2,1,"non-native
annual",1
2015,April,transect,transect_13,transect_13,BD,0.06,1,0,1,0,0,NA,0.25,0,0.05,0,0,NA,2,5,0.4,"non-native
annual",1
2015,April,transect,transect_14,transect_14,BD,5e-4,1,0,NA,NA,NA,NA,0.001,0,NA,NA,NA,NA,1,2,0.5,"non-native
annual",1
2015,April,transect,transect_14,transect_14,BD,0.001,1,NA,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,1,1,1,"non-native
annual",1
2015,April,transect,transect_14,transect_14,BD,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1,0,"non-native
annual",1
2015,April,transect,transect_14,transect_14,BD,0.001,1,NA,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,1,1,1,"non-native
annual",1
2015,April,transect,transect_14,transect_14,BD,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,2,0,"non-native
annual",1
2015,April,transect,transect_11,transect_11,BH,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,2,0,"non-native
annual",1
2015,April,transect,transect_11,transect_11,BH,0.255,1,1,NA,NA,NA,NA,0.5,0.01,NA,NA,NA,NA,2,2,1,"non-native
annual",1
2015,April,transect,transect_11,transect_11,BH,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1,0,"non-native
annual",1
2015,April,transect,transect_11,transect_11,BH,0.0255,1,1,NA,NA,NA,NA,0.05,0.001,NA,NA,NA,NA,2,2,1,"non-native
annual",1
2015,April,transect,transect_11,transect_11,BH,0.005,1,0,NA,NA,NA,NA,0.01,0,NA,NA,NA,NA,1,2,0.5,"non-native
annual",1
2015,April,transect,transect_12,transect_12,BH,0.375,1,1,NA,NA,NA,NA,0.5,0.25,NA,NA,NA,NA,2,2,1,"non-native
annual",1
2015,April,transect,transect_12,transect_12,BH,0.08349999999999999,1,1,0,0,1,0,0.25,0.001,0,0,0.25,0,3,6,0.5,"non-native
annual",1
2015,April,transect,transect_12,transect_12,BH,0.1,1,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,1,1,1,"non-native
annual",1
2015,April,transect,transect_12,transect_12,BH,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1,0,"non-native
annual",1
2015,April,transect,transect_12,transect_12,BH,0.0016666666666666666,0,0,0,0,0,1,0,0,0,0,0,0.01,1,6,0.16666666666666666,"non-native
annual",1
2015,April,transect,transect_13,transect_13,BH,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1,0,"non-native
annual",1
2015,April,transect,transect_13,transect_13,BH,0.25,1,0,NA,NA,NA,NA,0.5,0,NA,NA,NA,NA,1,2,0.5,"non-native
annual",1
2015,April,transect,transect_13,transect_13,BH,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1,0,"non-native
annual",1
2015,April,transect,transect_13,transect_13,BH,5e-4,1,0,NA,NA,NA,NA,0.001,0,NA,NA,NA,NA,1,2,0.5,"non-native
annual",1
2015,April,transect,transect_13,transect_13,BH,0.125,0,1,NA,NA,NA,NA,0,0.25,NA,NA,NA,NA,1,2,0.5,"non-native
annual",1
2015,April,transect,transect_14,transect_14,BH,0.5,1,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,1,1,1,"non-native
annual",1
2015,April,transect,transect_14,transect_14,BH,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1,0,"non-native
annual",1
2015,April,transect,transect_14,transect_14,BH,0.5,1,1,NA,NA,NA,NA,0.5,0.5,NA,NA,NA,NA,2,2,1,"non-native
annual",1
2015,April,transect,transect_14,transect_14,BH,2.5e-4,0,1,0,0,NA,NA,0,0.001,0,0,NA,NA,1,4,0.25,"non-native
annual",1
2015,April,transect,transect_14,transect_14,BH,0.2505,1,1,NA,NA,NA,NA,0.001,0.5,NA,NA,NA,NA,2,2,1,"non-native
annual",1
2015,April,transect,transect_14,transect_14,EG,0.09233333333333332,1,1,1,1,1,1,0.5,0.001,0.001,0.001,0.001,0.05,6,6,1,"native
perennial",0
2015,April,transect,transect_14,transect_14,EG,0.009000000000000001,1,1,0,1,1,1,0.001,0.001,0,0.001,0.05,0.001,5,6,0.8333333333333334,"native
perennial",0
2015,April,transect,transect_14,transect_14,EG,0.5,1,1,1,1,1,1,0.75,0.5,0.5,0.25,0.25,0.75,6,6,1,"native
perennial",0
2015,April,transect,transect_14,transect_14,EG,0.006833333333333334,1,0,1,1,1,1,0.01,0,0.001,0.01,0.01,0.01,5,6,0.8333333333333334,"native
perennial",0
2015,April,transect,transect_14,transect_14,EG,0.051833333333333335,1,1,1,0,0,1,0.25,0.05,0.001,0,0,0.01,4,6,0.6666666666666666,"native
perennial",0
2015,April,transect,transect_12,transect_12,PA,5e-4,1,0,1,0,0,1,0.001,0,0.001,0,0,0.001,3,6,0.5,"non-native
annual",1
2015,April,transect,transect_12,transect_12,PA,0.11833333333333335,0,0,1,1,1,1,0,0,0.01,0.05,0.4,0.25,4,6,0.6666666666666666,"non-native
annual",1
2015,April,transect,transect_12,transect_12,PA,0.11016666666666668,1,1,1,1,1,1,0.25,0.25,0.1,0.001,0.01,0.05,6,6,1,"non-native
annual",1
2015,April,transect,transect_12,transect_12,PA,0.0085,0,0,0,0,1,1,0,0,0,0,0.05,0.001,2,6,0.3333333333333333,"non-native
annual",1
2015,April,transect,transect_12,transect_12,PA,5e-4,1,1,1,0,0,0,0.001,0.001,0.001,0,0,0,3,6,0.5,"non-native
annual",1
2015,April,transect,transect_14,transect_14,PA,0.010333333333333335,1,1,1,0,0,1,0.05,0.001,0.001,0,0,0.01,4,6,0.6666666666666666,"non-native
annual",1
2015,April,transect,transect_13,transect_13,SP,0.004,1,1,1,1,1,1,0.001,0.01,0.001,0.001,0.001,0.01,6,6,1,"native
perennial",0
2015,April,transect,transect_13,transect_13,SP,0.050499999999999996,1,1,1,1,0,1,0.25,0.001,0.001,0.05,0,0.001,5,6,0.8333333333333334,"native
perennial",0
2015,April,transect,transect_13,transect_13,SP,0.004,1,1,1,1,1,1,0.01,0.001,0.001,0.001,0.001,0.01,6,6,1,"native
perennial",0
2015,April,transect,transect_13,transect_13,SP,0.013666666666666667,1,1,1,1,1,1,0.01,0.001,0.01,0.05,0.01,0.001,6,6,1,"native
perennial",0
2015,April,transect,transect_13,transect_13,SP,0.18383333333333332,1,1,1,1,1,1,0.001,0.5,0.001,0.001,0.5,0.1,6,6,1,"native
perennial",0
2015,April,transect,transect_14,transect_14,SP,0.0025,1,1,1,1,1,1,0.01,0.001,0.001,0.001,0.001,0.001,6,6,1,"native
perennial",0
2015,April,transect,transect_14,transect_14,SP,8.333333333333334e-4,1,0,1,1,1,1,0.001,0,0.001,0.001,0.001,0.001,5,6,0.8333333333333334,"native
perennial",0
2015,April,transect,transect_14,transect_14,SP,0.003666666666666667,1,1,1,0,1,0,0.001,0.01,0.001,0,0.01,0,4,6,0.6666666666666666,"native
perennial",0
2015,April,transect,transect_14,transect_14,SP,0.009166666666666667,1,1,1,1,1,1,0.001,0.001,0.001,0.001,0.001,0.05,6,6,1,"native
perennial",0
2015,April,transect,transect_14,transect_14,SP,0.0021666666666666666,1,1,0,0,1,1,0.001,0.001,0,0,0.01,0.001,4,6,0.6666666666666666,"native
perennial",0
